TU LWE Challenge, n =  40, alpha = 0.0450
[0m[1;31m dim = 195, dvol = 302.20 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
gap = 1, J = 15, J_gap = 1, cost_model = 2, max_loop = 30, threads = 50, prec = 1.000000e+03, strategy_add_method = 2
 index:    1, (beta,j): (  51,  15) --> ( 194,   1), goal index:    1, cost =
 index: 1679, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 5572, cost =
 index: 1680, (beta,j): ( 166,   9) --> ( 299,   1), goal index: 5311, cost =
 index: 1681, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 5606, cost =
 index: 1682, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 5770, cost =
 index: 1683, (beta,j): ( 166,  10) --> ( 299,   1), goal index: 5873, cost =
 index: 1684, (beta,j): ( 167,  12) --> ( 299,   1), goal index: 6105, cost =
 index: 1685, (beta,j): ( 167,  13) --> ( 299,   1), goal index: 6156, cost =
 index: 1686, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 5782, cost =
 index: 1687, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 5907, cost =
 index: 1688, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 6030, cost =
 index: 1689, (beta,j): ( 166,   9) --> ( 299,   1), goal index: 6033, cost =
 index: 1690, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 6180, cost =
 index: 1691, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 6260, cost =
 index: 1692, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 6361, cost =
 index: 1693, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 6449, cost =
 index: 1694, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 6366, cost =
 index: 1695, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 6403, cost =
 index: 1696, (beta,j): ( 167,  13) --> ( 299,   1), goal index: 6383, cost =
 index: 1697, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 5988, cost =
 index: 1698, (beta,j): ( 167,  13) --> ( 299,   1), goal index: 5924, cost =
 index: 1699, (beta,j): ( 166,   9) --> ( 299,   1), goal index: 6008, cost =
 index: 1700, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 6193, cost =
 index: 1701, (beta,j): ( 168,  12) --> ( 299,   1), goal index: 6310, cost =
 index: 1702, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 6410, cost =
 index: 1703, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 6427, cost =
 index: 1704, (beta,j): ( 168,  10) --> ( 299,   1), goal index: 6501, cost =
 index: 1705, (beta,j): ( 159,   3) --> ( 299,   1), goal index: 6636, cost =
 index: 1706, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 5585, cost =
 index: 1707, (beta,j): ( 167,  12) --> ( 299,   1), goal index: 5742, cost =
 index: 1708, (beta,j): ( 166,   9) --> ( 299,   1), goal index: 5711, cost =
 index: 1709, (beta,j): ( 167,  12) --> ( 299,   1), goal index: 5862, cost =
 index: 1710, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 5948, cost =
 index: 1711, (beta,j): ( 166,  10) --> ( 299,   1), goal index: 6039, cost =
 index: 1712, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 6146, cost =
 index: 1713, (beta,j): ( 158,   2) --> ( 299,   1), goal index: 6145, cost =
 index: 1714, (beta,j): ( 159,   3) --> ( 299,   1), goal index: 4348, cost =
 index: 1715, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 4279, cost =
 index: 1716, (beta,j): ( 167,  13) --> ( 299,   1), goal index: 4504, cost =
 index: 1717, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 4519, cost =
 index: 1718, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 4429, cost =
 index: 1719, (beta,j): ( 166,   9) --> ( 299,   1), goal index: 4631, cost =
 index: 1720, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 4794, cost =
 index: 1721, (beta,j): ( 159,   3) --> ( 299,   1), goal index: 4862, cost =
 index: 1722, (beta,j): ( 166,  10) --> ( 299,   1), goal index: 4537, cost =
 index: 1723, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4555, cost =
 index: 1724, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 3925, cost =
 index: 1725, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 4068, cost =
 index: 1726, (beta,j): ( 167,  11) --> ( 299,   1), goal index: 4200, cost =
 index: 1727, (beta,j): ( 166,   8) --> ( 299,   1), goal index: 4389, cost =
 index: 1728, (beta,j): ( 158,   2) --> ( 299,   1), goal index: 4660, cost =
 index: 1729, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 3763, cost =
 index: 1730, (beta,j): ( 166,  10) --> ( 299,   1), goal index: 3919, cost =
 index: 1731, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4097, cost =
 index: 1732, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 3399, cost =
 index: 1733, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3492, cost =
 index: 1734, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 3423, cost =
 index: 1735, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 3493, cost =
 index: 1736, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3700, cost =
 index: 1737, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 3657, cost =
 index: 1738, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 3723, cost =
 index: 1739, (beta,j): ( 166,  10) --> ( 299,   1), goal index: 3926, cost =
 index: 1740, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 3970, cost =
 index: 1741, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 3316, cost =
 index: 1742, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 3451, cost =
 index: 1743, (beta,j): ( 166,  10) --> ( 299,   1), goal index: 3648, cost =
 index: 1744, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3761, cost =
 index: 1745, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 3545, cost =
 index: 1746, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 3612, cost =
 index: 1747, (beta,j): ( 160,  13) --> ( 299,   1), goal index: 3766, cost =
 index: 1748, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3597, cost =
 index: 1749, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 3630, cost =
 index: 1750, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 3610, cost =
 index: 1751, (beta,j): ( 167,  13) --> ( 299,   1), goal index: 3784, cost =
 index: 1752, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3759, cost =
 index: 1753, (beta,j): ( 167,  13) --> ( 299,   1), goal index: 3804, cost =
 index: 1754, (beta,j): ( 166,  10) --> ( 299,   1), goal index: 3948, cost =
 index: 1755, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4005, cost =
 index: 1756, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 3331, cost =
 index: 1757, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 3472, cost =
 index: 1758, (beta,j): ( 166,  10) --> ( 299,   1), goal index: 3694, cost =
 index: 1759, (beta,j): ( 167,  13) --> ( 299,   1), goal index: 3796, cost =
 index: 1760, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3736, cost =
 index: 1761, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 3616, cost =
 index: 1762, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 3682, cost =
 index: 1763, (beta,j): ( 160,  13) --> ( 299,   1), goal index: 3838, cost =
 index: 1764, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3652, cost =
 index: 1765, (beta,j): ( 162,  14) --> ( 299,   1), goal index: 3694, cost =
 index: 1766, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 3964, cost =
 index: 1767, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 3896, cost =
 index: 1768, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 4193, cost =
 index: 1769, (beta,j): ( 163,  14) --> ( 299,   1), goal index: 4254, cost =
 index: 1770, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 4353, cost =
 index: 1771, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4347, cost =
 index: 1772, (beta,j): ( 167,  13) --> ( 299,   1), goal index: 3856, cost =
 index: 1773, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3851, cost =
 index: 1774, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 3862, cost =
 index: 1775, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 3910, cost =
 index: 1776, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 4089, cost =
 index: 1777, (beta,j): ( 166,  10) --> ( 299,   1), goal index: 4404, cost =
 index: 1778, (beta,j): ( 166,  10) --> ( 299,   1), goal index: 4341, cost =
 index: 1779, (beta,j): ( 167,  13) --> ( 299,   1), goal index: 4356, cost =
 index: 1780, (beta,j): ( 167,  13) --> ( 299,   1), goal index: 4136, cost =
 index: 1781, (beta,j): ( 167,  12) --> ( 299,   1), goal index: 4445, cost =
 index: 1782, (beta,j): ( 166,   9) --> ( 299,   1), goal index: 4444, cost =
 index: 1783, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 4643, cost =
 index: 1784, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4745, cost =
 index: 1785, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 3486, cost =
 index: 1786, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 3653, cost =
 index: 1787, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 3987, cost =
 index: 1788, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 4017, cost =
 index: 1789, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 4280, cost =
 index: 1790, (beta,j): ( 165,   4) --> ( 299,   1), goal index: 4335, cost =
 index: 1791, (beta,j): ( 167,  13) --> ( 299,   1), goal index: 4472, cost =
 index: 1792, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 4016, cost =
 index: 1793, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 4150, cost =
 index: 1794, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4198, cost =
 index: 1795, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 3785, cost =
 index: 1796, (beta,j): ( 165,   4) --> ( 299,   1), goal index: 3853, cost =
 index: 1797, (beta,j): ( 167,  13) --> ( 299,   1), goal index: 4038, cost =
 index: 1798, (beta,j): ( 160,  13) --> ( 299,   1), goal index: 3904, cost =
 index: 1799, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3722, cost =
 index: 1800, (beta,j): ( 162,  14) --> ( 299,   1), goal index: 3743, cost =
 index: 1801, (beta,j): ( 167,  12) --> ( 299,   1), goal index: 4039, cost =
 index: 1802, (beta,j): ( 166,   9) --> ( 299,   1), goal index: 4002, cost =
 index: 1803, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 4180, cost =
 index: 1804, (beta,j): ( 163,  14) --> ( 299,   1), goal index: 4218, cost =
 index: 1805, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 4375, cost =
 index: 1806, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4460, cost =
 index: 1807, (beta,j): ( 165,   4) --> ( 299,   1), goal index: 3896, cost =
 index: 1808, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 4080, cost =
 index: 1809, (beta,j): ( 162,  14) --> ( 299,   1), goal index: 4044, cost =
 index: 1810, (beta,j): ( 167,  12) --> ( 299,   1), goal index: 4284, cost =
 index: 1811, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 4129, cost =
 index: 1812, (beta,j): ( 166,   9) --> ( 299,   1), goal index: 4243, cost =
 index: 1813, (beta,j): ( 168,  11) --> ( 299,   1), goal index: 4388, cost =
 index: 1814, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4581, cost =
 index: 1815, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 3655, cost =
 index: 1816, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 3736, cost =
 index: 1817, (beta,j): ( 165,   4) --> ( 299,   1), goal index: 4011, cost =
 index: 1818, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 4125, cost =
 index: 1819, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 4142, cost =
 index: 1820, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4147, cost =
 index: 1821, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 3838, cost =
 index: 1822, (beta,j): ( 165,   4) --> ( 299,   1), goal index: 3844, cost =
 index: 1823, (beta,j): ( 160,  13) --> ( 299,   1), goal index: 4046, cost =
 index: 1824, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3888, cost =
 index: 1825, (beta,j): ( 162,  14) --> ( 299,   1), goal index: 3891, cost =
 index: 1826, (beta,j): ( 162,  13) --> ( 299,   1), goal index: 4195, cost =
 index: 1827, (beta,j): ( 167,  12) --> ( 299,   1), goal index: 4505, cost =
 index: 1828, (beta,j): ( 166,   9) --> ( 299,   1), goal index: 4195, cost =
 index: 1829, (beta,j): ( 167,  12) --> ( 299,   1), goal index: 4295, cost =
 index: 1830, (beta,j): ( 164,  14) --> ( 299,   1), goal index: 4180, cost =
 index: 1831, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 4398, cost =
 index: 1832, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 4417, cost =
 index: 1833, (beta,j): ( 163,  14) --> ( 299,   1), goal index: 4337, cost =
 index: 1834, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 4623, cost =
 index: 1835, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4568, cost =
 index: 1836, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3970, cost =
 index: 1837, (beta,j): ( 162,  14) --> ( 299,   1), goal index: 3952, cost =
 index: 1838, (beta,j): ( 167,  12) --> ( 299,   1), goal index: 4218, cost =
 index: 1839, (beta,j): ( 166,   9) --> ( 299,   1), goal index: 4174, cost =
 index: 1840, (beta,j): ( 164,  14) --> ( 299,   1), goal index: 4279, cost =
 index: 1841, (beta,j): ( 168,  11) --> ( 299,   1), goal index: 4498, cost =
 index: 1842, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4624, cost =
 index: 1843, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 3534, cost =
 index: 1844, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 3606, cost =
 index: 1845, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 3706, cost =
 index: 1846, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3986, cost =
 index: 1847, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 3638, cost =
 index: 1848, (beta,j): ( 160,  13) --> ( 299,   1), goal index: 3695, cost =
 index: 1849, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3686, cost =
 index: 1850, (beta,j): ( 162,  13) --> ( 299,   1), goal index: 3673, cost =
 index: 1851, (beta,j): ( 167,  12) --> ( 299,   1), goal index: 4004, cost =
 index: 1852, (beta,j): ( 166,   9) --> ( 299,   1), goal index: 3904, cost =
 index: 1853, (beta,j): ( 168,  12) --> ( 299,   1), goal index: 4037, cost =
 index: 1854, (beta,j): ( 164,  14) --> ( 299,   1), goal index: 4134, cost =
 index: 1855, (beta,j): ( 164,  14) --> ( 299,   1), goal index: 4352, cost =
 index: 1856, (beta,j): ( 165,   4) --> ( 299,   1), goal index: 4623, cost =
 index: 1857, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 4656, cost =
 index: 1858, (beta,j): ( 163,  14) --> ( 299,   1), goal index: 4411, cost =
 index: 1859, (beta,j): ( 166,  10) --> ( 299,   1), goal index: 4701, cost =
 index: 1860, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4582, cost =
 index: 1861, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 4000, cost =
 index: 1862, (beta,j): ( 162,  14) --> ( 299,   1), goal index: 3994, cost =
 index: 1863, (beta,j): ( 162,  14) --> ( 299,   1), goal index: 4295, cost =
 index: 1864, (beta,j): ( 166,   9) --> ( 299,   1), goal index: 4586, cost =
 index: 1865, (beta,j): ( 164,  14) --> ( 299,   1), goal index: 4394, cost =
 index: 1866, (beta,j): ( 168,  12) --> ( 299,   1), goal index: 4586, cost =
 index: 1867, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4586, cost =
 index: 1868, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 3542, cost =
 index: 1869, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3628, cost =
 index: 1870, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 3566, cost =
 index: 1871, (beta,j): ( 160,  13) --> ( 299,   1), goal index: 3587, cost =
 index: 1872, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3521, cost =
 index: 1873, (beta,j): ( 162,  14) --> ( 299,   1), goal index: 3524, cost =
 index: 1874, (beta,j): ( 162,  12) --> ( 299,   1), goal index: 3833, cost =
 index: 1875, (beta,j): ( 168,  12) --> ( 299,   1), goal index: 4186, cost =
 index: 1876, (beta,j): ( 168,  12) --> ( 299,   1), goal index: 4050, cost =
 index: 1877, (beta,j): ( 164,  14) --> ( 299,   1), goal index: 4289, cost =
 index: 1878, (beta,j): ( 164,  14) --> ( 299,   1), goal index: 4358, cost =
 index: 1879, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 4635, cost =
 index: 1880, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 4207, cost =
 index: 1881, (beta,j): ( 163,  14) --> ( 299,   1), goal index: 4049, cost =
 index: 1882, (beta,j): ( 168,  12) --> ( 299,   1), goal index: 4340, cost =
 index: 1883, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4267, cost =
 index: 1884, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3748, cost =
 index: 1885, (beta,j): ( 162,  14) --> ( 299,   1), goal index: 3748, cost =
 index: 1886, (beta,j): ( 162,  14) --> ( 299,   1), goal index: 4052, cost =
 index: 1887, (beta,j): ( 165,   4) --> ( 299,   1), goal index: 4359, cost =
 index: 1888, (beta,j): ( 167,  11) --> ( 299,   1), goal index: 4321, cost =
 index: 1889, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 4253, cost =
 index: 1890, (beta,j): ( 164,  14) --> ( 299,   1), goal index: 4395, cost =
 index: 1891, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4577, cost =
 index: 1892, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 3482, cost =
 index: 1893, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 3637, cost =
 index: 1894, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3680, cost =
 index: 1895, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 3493, cost =
 index: 1896, (beta,j): ( 161,  13) --> ( 299,   1), goal index: 3581, cost =
 index: 1897, (beta,j): ( 163,  14) --> ( 299,   1), goal index: 3718, cost =
 index: 1898, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4008, cost =
 index: 1899, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 3540, cost =
 index: 1900, (beta,j): ( 160,  12) --> ( 299,   1), goal index: 3671, cost =
 index: 1901, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3586, cost =
 index: 1902, (beta,j): ( 162,  14) --> ( 299,   1), goal index: 3585, cost =
 index: 1903, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3878, cost =
 index: 1904, (beta,j): ( 162,  14) --> ( 299,   1), goal index: 3815, cost =
 index: 1905, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 4105, cost =
 index: 1906, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 3861, cost =
 index: 1907, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 4109, cost =
 index: 1908, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4144, cost =
 index: 1909, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 3060, cost =
 index: 1910, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 3181, cost =
 index: 1911, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 3370, cost =
 index: 1912, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 3692, cost =
 index: 1913, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3591, cost =
 index: 1914, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 3242, cost =
 index: 1915, (beta,j): ( 161,  13) --> ( 299,   1), goal index: 3264, cost =
 index: 1916, (beta,j): ( 163,  14) --> ( 299,   1), goal index: 3415, cost =
 index: 1917, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3734, cost =
 index: 1918, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 3241, cost =
 index: 1919, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 3331, cost =
 index: 1920, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 3605, cost =
 index: 1921, (beta,j): ( 160,  13) --> ( 299,   1), goal index: 3655, cost =
 index: 1922, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3305, cost =
 index: 1923, (beta,j): ( 162,  14) --> ( 299,   1), goal index: 3302, cost =
 index: 1924, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3621, cost =
 index: 1925, (beta,j): ( 162,  14) --> ( 299,   1), goal index: 3566, cost =
 index: 1926, (beta,j): ( 165,   4) --> ( 299,   1), goal index: 3892, cost =
 index: 1927, (beta,j): ( 164,  14) --> ( 299,   1), goal index: 3893, cost =
 index: 1928, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 4157, cost =
 index: 1929, (beta,j): ( 164,  14) --> ( 299,   1), goal index: 3988, cost =
 index: 1930, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4230, cost =
 index: 1931, (beta,j): ( 166,  10) --> ( 299,   1), goal index: 2765, cost =
 index: 1932, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 2880, cost =
 index: 1933, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 2799, cost =
 index: 1934, (beta,j): ( 163,  14) --> ( 299,   1), goal index: 2842, cost =
 index: 1935, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3090, cost =
